GEOID,coordinates
371190055132,"[[[-80.78703, 35.34943], [-80.787582, 35.356037], [-80.788698, 35.361508], [-80.790187, 35.36174], [-80.791309, 35.363755], [-80.789334, 35.364419], [-80.787525, 35.365364], [-80.782965, 35.361539], [-80.780556, 35.353564], [-80.77847, 35.352033], [-80.780283, 35.350447], [-80.782469, 35.346834], [-80.785586, 35.345842], [-80.784975, 35.34697], [-80.78703, 35.34943]]]"
371190055141,"[[[-80.797534, 35.322924], [-80.798147, 35.325368], [-80.802052, 35.325617], [-80.801618, 35.328223], [-80.801332, 35.328667], [-80.799072, 35.332731], [-80.797584, 35.332781], [-80.789554, 35.333073], [-80.785608, 35.331787], [-80.783893, 35.329981], [-80.783285, 35.325611], [-80.783751, 35.325586], [-80.784044, 35.325029], [-80.78426, 35.324945], [-80.787346, 35.326078], [-80.790756, 35.324693], [-80.7926, 35.325237], [-80.797534, 35.322924]]]"
371190055142,"[[[-80.775653, 35.326757], [-80.777424, 35.325231], [-80.779925, 35.325183], [-80.77958, 35.326365], [-80.783285, 35.325611], [-80.783893, 35.329981], [-80.785608, 35.331787], [-80.789554, 35.333073], [-80.797584, 35.332781], [-80.79617, 35.33411], [-80.794671, 35.337624], [-80.787961, 35.338373], [-80.785586, 35.345842], [-80.782865, 35.340781], [-80.781262, 35.339537], [-80.780565, 35.33922], [-80.780426, 35.338921], [-80.780522, 35.338624], [-80.780818, 35.338432], [-80.781072, 35.338458], [-80.781665, 35.338791], [-80.781252, 35.336939], [-80.778278, 35.336152], [-80.780028, 35.335518], [-80.777621, 35.33386], [-80.779263, 35.332568], [-80.77757, 35.330831], [-80.7786, 35.32869], [-80.775653, 35.326757]]]"
371190055143,"[[[-80.785586, 35.345842], [-80.782469, 35.346834], [-80.780283, 35.350447], [-80.77847, 35.352033], [-80.775672, 35.35035], [-80.771808, 35.34364], [-80.767733, 35.341614], [-80.769049, 35.341043], [-80.769908, 35.340396], [-80.773224, 35.333087], [-80.772204, 35.329679], [-80.773345, 35.326245], [-80.773943, 35.326223], [-80.775653, 35.326757], [-80.7786, 35.32869], [-80.77757, 35.330831], [-80.779263, 35.332568], [-80.777621, 35.33386], [-80.780028, 35.335518], [-80.778278, 35.336152], [-80.781252, 35.336939], [-80.781665, 35.338791], [-80.781072, 35.338458], [-80.780818, 35.338432], [-80.780522, 35.338624], [-80.780426, 35.338921], [-80.780565, 35.33922], [-80.781262, 35.339537], [-80.782865, 35.340781], [-80.785586, 35.345842]]]"
371190055161,"[[[-80.768825, 35.382549], [-80.77196, 35.382783], [-80.778003, 35.391177], [-80.775521, 35.392196], [-80.76914, 35.387648], [-80.765583, 35.386956], [-80.761046, 35.388348], [-80.758378, 35.388542], [-80.756691, 35.387525], [-80.754277, 35.383519], [-80.753946, 35.382431], [-80.754345, 35.381408], [-80.75799, 35.381867], [-80.768825, 35.382549]]]"
371190055171,"[[[-80.78476, 35.372848], [-80.784976, 35.374055], [-80.786697, 35.384439], [-80.779632, 35.390275], [-80.778003, 35.391177], [-80.77196, 35.382783], [-80.768825, 35.382549], [-80.767462, 35.381001], [-80.774864, 35.379967], [-80.775813, 35.378223], [-80.773963, 35.374512], [-80.7812, 35.372469], [-80.782416, 35.372761], [-80.783654, 35.372983], [-80.78476, 35.372848]]]"
371190055172,"[[[-80.754345, 35.381408], [-80.755475, 35.378586], [-80.758893, 35.377454], [-80.764202, 35.379915], [-80.765065, 35.377565], [-80.763806, 35.375802], [-80.763813, 35.37371], [-80.769685, 35.375304], [-80.773963, 35.374512], [-80.775813, 35.378223], [-80.774864, 35.379967], [-80.767462, 35.381001], [-80.768825, 35.382549], [-80.75799, 35.381867], [-80.754345, 35.381408]]]"
371190055181,"[[[-80.767733, 35.341614], [-80.771808, 35.34364], [-80.775672, 35.35035], [-80.77847, 35.352033], [-80.780556, 35.353564], [-80.782965, 35.361539], [-80.787525, 35.365364], [-80.787496, 35.365763], [-80.787393, 35.366155], [-80.768772, 35.358146], [-80.757971, 35.353059], [-80.759093, 35.350499], [-80.759257, 35.347529], [-80.76024, 35.345803], [-80.763715, 35.343306], [-80.767733, 35.341614]]]"
371190055191,"[[[-80.763813, 35.37371], [-80.763806, 35.375802], [-80.765065, 35.377565], [-80.764202, 35.379915], [-80.758893, 35.377454], [-80.755475, 35.378586], [-80.754345, 35.381408], [-80.752617, 35.380849], [-80.74214, 35.373144], [-80.747037, 35.370342], [-80.748506, 35.36414], [-80.756164, 35.370975], [-80.760785, 35.373148], [-80.763813, 35.37371]]]"
371190055192,"[[[-80.749505, 35.359531], [-80.748506, 35.36414], [-80.747037, 35.370342], [-80.74214, 35.373144], [-80.752617, 35.380849], [-80.754345, 35.381408], [-80.753946, 35.382431], [-80.754277, 35.383519], [-80.752421, 35.382764], [-80.747688, 35.385115], [-80.744742, 35.381199], [-80.742466, 35.380889], [-80.742577, 35.379364], [-80.736607, 35.374832], [-80.73373, 35.372651], [-80.732728, 35.371967], [-80.721714, 35.36429], [-80.719625, 35.362842], [-80.728631, 35.353531], [-80.730779, 35.354656], [-80.734425, 35.354783], [-80.74356, 35.359736], [-80.7437, 35.359763], [-80.743933, 35.359784], [-80.743945, 35.359785], [-80.745062, 35.359843], [-80.746524, 35.359899], [-80.749505, 35.359531]]]"
371190055201,"[[[-80.744362, 35.332146], [-80.754275, 35.33534], [-80.758784, 35.337532], [-80.763628, 35.338885], [-80.767733, 35.341614], [-80.763715, 35.343306], [-80.76024, 35.345803], [-80.759257, 35.347529], [-80.759093, 35.350499], [-80.757971, 35.353059], [-80.757719, 35.353586], [-80.751913, 35.350883], [-80.750059, 35.351093], [-80.748953, 35.34872], [-80.745185, 35.347075], [-80.742306, 35.34771], [-80.7382, 35.346699], [-80.737458, 35.345644], [-80.737375, 35.345587], [-80.737064, 35.345416], [-80.737026, 35.345384], [-80.736946, 35.345267], [-80.736671, 35.345218], [-80.738565, 35.343264], [-80.74044, 35.341188], [-80.742632, 35.337274], [-80.744362, 35.332146]]]"
371190055202,"[[[-80.728631, 35.353531], [-80.7333, 35.348704], [-80.736671, 35.345218], [-80.736946, 35.345267], [-80.737026, 35.345384], [-80.737064, 35.345416], [-80.737375, 35.345587], [-80.737458, 35.345644], [-80.7382, 35.346699], [-80.742306, 35.34771], [-80.745185, 35.347075], [-80.748953, 35.34872], [-80.750059, 35.351093], [-80.751913, 35.350883], [-80.757719, 35.353586], [-80.755835, 35.35695], [-80.753384, 35.35876], [-80.749505, 35.359531], [-80.746524, 35.359899], [-80.745062, 35.359843], [-80.743945, 35.359785], [-80.743933, 35.359784], [-80.7437, 35.359763], [-80.74356, 35.359736], [-80.734425, 35.354783], [-80.730779, 35.354656], [-80.728631, 35.353531]]]"
371190055212,"[[[-80.736671, 35.345218], [-80.7333, 35.348704], [-80.731828, 35.346346], [-80.721084, 35.333481], [-80.721636, 35.333139], [-80.722967, 35.331997], [-80.730185, 35.325079], [-80.734998, 35.328836], [-80.735156, 35.330439], [-80.738722, 35.329998], [-80.744362, 35.332146], [-80.742632, 35.337274], [-80.74044, 35.341188], [-80.738565, 35.343264], [-80.736671, 35.345218]]]"
371190055213,"[[[-80.720295, 35.333888], [-80.720563, 35.333762], [-80.721084, 35.333481], [-80.731828, 35.346346], [-80.7333, 35.348704], [-80.728631, 35.353531], [-80.719625, 35.362842], [-80.713835, 35.358812], [-80.709004, 35.355474], [-80.706975, 35.354308], [-80.699842, 35.350248], [-80.697648, 35.349001], [-80.693698, 35.346848], [-80.69362, 35.346806], [-80.697144, 35.344399], [-80.698206, 35.343674], [-80.702014, 35.341075], [-80.702163, 35.340973], [-80.703731, 35.339889], [-80.704186, 35.339583], [-80.708327, 35.336965], [-80.715992, 35.335297], [-80.719307, 35.3343], [-80.719708, 35.334144], [-80.720139, 35.333961], [-80.720295, 35.333888]]]"
371190055222,"[[[-80.77886, 35.318527], [-80.783427, 35.314544], [-80.791206, 35.31154], [-80.791571, 35.313051], [-80.796569, 35.315419], [-80.794751, 35.315855], [-80.790305, 35.320174], [-80.786384, 35.322329], [-80.78426, 35.324945], [-80.784044, 35.325029], [-80.783751, 35.325586], [-80.783285, 35.325611], [-80.781956, 35.321148], [-80.77886, 35.318527]]]"
371190055223,"[[[-80.773345, 35.326245], [-80.775694, 35.32099], [-80.777662, 35.319741], [-80.77886, 35.318527], [-80.781956, 35.321148], [-80.783285, 35.325611], [-80.77958, 35.326365], [-80.779925, 35.325183], [-80.777424, 35.325231], [-80.775653, 35.326757], [-80.773943, 35.326223], [-80.773345, 35.326245]]]"
371190055231,"[[[-80.758826, 35.312022], [-80.759961, 35.312582], [-80.761695, 35.313253], [-80.763832, 35.313911], [-80.776272, 35.317557], [-80.777525, 35.317941], [-80.77886, 35.318527], [-80.777662, 35.319741], [-80.775694, 35.32099], [-80.773345, 35.326245], [-80.772204, 35.329679], [-80.773224, 35.333087], [-80.769908, 35.340396], [-80.769049, 35.341043], [-80.767733, 35.341614], [-80.763628, 35.338885], [-80.758784, 35.337532], [-80.754275, 35.33534], [-80.744362, 35.332146], [-80.74746, 35.32544], [-80.752411, 35.319653], [-80.757498, 35.314001], [-80.758826, 35.312022]]]"
371190055233,"[[[-80.744362, 35.332146], [-80.738722, 35.329998], [-80.735841, 35.322654], [-80.734049, 35.321394], [-80.737368, 35.318198], [-80.741952, 35.317444], [-80.74574, 35.318878], [-80.747727, 35.318565], [-80.749142, 35.320029], [-80.752411, 35.319653], [-80.74746, 35.32544], [-80.744362, 35.332146]]]"
371190055241,"[[[-80.763832, 35.313911], [-80.76399, 35.313604], [-80.763199, 35.306382], [-80.765136, 35.303234], [-80.76766, 35.302337], [-80.772147, 35.303859], [-80.776655, 35.307922], [-80.778089, 35.310839], [-80.776648, 35.314288], [-80.776272, 35.317557], [-80.763832, 35.313911]]]"
371190055242,"[[[-80.776272, 35.317557], [-80.776648, 35.314288], [-80.778089, 35.310839], [-80.779719, 35.308976], [-80.78251, 35.30923], [-80.787894, 35.307047], [-80.789475, 35.305346], [-80.791259, 35.305513], [-80.794703, 35.30843], [-80.791206, 35.31154], [-80.783427, 35.314544], [-80.77886, 35.318527], [-80.777525, 35.317941], [-80.776272, 35.317557]]]"
371190055243,"[[[-80.776655, 35.307922], [-80.778987, 35.307331], [-80.77937, 35.306319], [-80.780577, 35.304842], [-80.782863, 35.303694], [-80.784831, 35.303107], [-80.785994, 35.302708], [-80.78884, 35.299888], [-80.789632, 35.296252], [-80.793841, 35.295531], [-80.797986, 35.295638], [-80.798319, 35.296139], [-80.798889, 35.296933], [-80.798942, 35.296907], [-80.799088, 35.296848], [-80.800606, 35.298626], [-80.800795, 35.29875], [-80.800708, 35.298769], [-80.800461, 35.298831], [-80.80129, 35.299933], [-80.801645, 35.300421], [-80.794703, 35.30843], [-80.791259, 35.305513], [-80.789475, 35.305346], [-80.787894, 35.307047], [-80.78251, 35.30923], [-80.779719, 35.308976], [-80.778089, 35.310839], [-80.776655, 35.307922]]]"
371190055244,"[[[-80.776655, 35.307922], [-80.772147, 35.303859], [-80.775281, 35.301183], [-80.776586, 35.29788], [-80.782339, 35.293903], [-80.785006, 35.289904], [-80.792978, 35.292634], [-80.796582, 35.292139], [-80.799448, 35.288602], [-80.800022, 35.288309], [-80.798717, 35.290994], [-80.798104, 35.29488], [-80.799088, 35.296848], [-80.798942, 35.296907], [-80.798889, 35.296933], [-80.798319, 35.296139], [-80.797986, 35.295638], [-80.793841, 35.295531], [-80.789632, 35.296252], [-80.78884, 35.299888], [-80.785994, 35.302708], [-80.784831, 35.303107], [-80.782863, 35.303694], [-80.780577, 35.304842], [-80.77937, 35.306319], [-80.778987, 35.307331], [-80.776655, 35.307922]]]"
371190055246,"[[[-80.793526, 35.278725], [-80.803804, 35.276222], [-80.808826, 35.276634], [-80.809067, 35.276659], [-80.804969, 35.28187], [-80.801671, 35.286047], [-80.800022, 35.288309], [-80.799448, 35.288602], [-80.796582, 35.292139], [-80.792978, 35.292634], [-80.785006, 35.289904], [-80.780293, 35.288439], [-80.77367, 35.28403], [-80.790476, 35.279539], [-80.793047, 35.278834], [-80.793526, 35.278725]]]"
371190056041,"[[[-80.749721, 35.305756], [-80.748343, 35.307691], [-80.737368, 35.318198], [-80.734049, 35.321394], [-80.724558, 35.31571], [-80.723476, 35.309701], [-80.724371, 35.308156], [-80.725493, 35.309837], [-80.731023, 35.311782], [-80.735786, 35.311665], [-80.737095, 35.304285], [-80.738407, 35.301923], [-80.736997, 35.298673], [-80.743175, 35.295843], [-80.743997, 35.295469], [-80.744034, 35.291551], [-80.74757, 35.287009], [-80.74816, 35.283402], [-80.751056, 35.283391], [-80.753886, 35.284769], [-80.755533, 35.287994], [-80.757654, 35.289135], [-80.758952, 35.288379], [-80.756259, 35.291469], [-80.75373, 35.299704], [-80.749721, 35.305756]]]"
371190056043,"[[[-80.729157, 35.302467], [-80.730758, 35.301528], [-80.733984, 35.300025], [-80.736997, 35.298673], [-80.738407, 35.301923], [-80.737095, 35.304285], [-80.732116, 35.304348], [-80.729157, 35.302467]]]"
371190056051,"[[[-80.729853, 35.288586], [-80.736379, 35.278506], [-80.741764, 35.280868], [-80.745554, 35.283223], [-80.74816, 35.283402], [-80.74757, 35.287009], [-80.744034, 35.291551], [-80.743997, 35.295469], [-80.743175, 35.295843], [-80.738337, 35.292427], [-80.729853, 35.288586]]]"
371190056052,"[[[-80.733984, 35.300025], [-80.732855, 35.295756], [-80.727504, 35.293601], [-80.727598, 35.292911], [-80.72774, 35.292632], [-80.728131, 35.291751], [-80.729853, 35.288586], [-80.738337, 35.292427], [-80.743175, 35.295843], [-80.736997, 35.298673], [-80.733984, 35.300025]]]"
371190056091,"[[[-80.71124, 35.317866], [-80.708922, 35.313942], [-80.707514, 35.3123], [-80.710682, 35.311592], [-80.712087, 35.311218], [-80.712233, 35.311177], [-80.717737, 35.309417], [-80.724233, 35.305864], [-80.724371, 35.308156], [-80.723476, 35.309701], [-80.724558, 35.31571], [-80.734049, 35.321394], [-80.730185, 35.325079], [-80.722967, 35.331997], [-80.721636, 35.333139], [-80.721084, 35.333481], [-80.72074, 35.333083], [-80.718936, 35.330735], [-80.712345, 35.319689], [-80.71124, 35.317866]]]"
371190056101,"[[[-80.701006, 35.324279], [-80.70358, 35.323507], [-80.704627, 35.321229], [-80.707237, 35.320297], [-80.709466, 35.316569], [-80.71124, 35.317866], [-80.712345, 35.319689], [-80.718936, 35.330735], [-80.72074, 35.333083], [-80.721084, 35.333481], [-80.720563, 35.333762], [-80.720295, 35.333888], [-80.719815, 35.333636], [-80.717022, 35.332104], [-80.715656, 35.331432], [-80.701006, 35.324279]]]"
371190056102,"[[[-80.707514, 35.3123], [-80.708922, 35.313942], [-80.71124, 35.317866], [-80.709466, 35.316569], [-80.707237, 35.320297], [-80.704627, 35.321229], [-80.70358, 35.323507], [-80.701006, 35.324279], [-80.697731, 35.322698], [-80.693719, 35.315037], [-80.69817, 35.314621], [-80.707514, 35.3123]]]"
371190056111,"[[[-80.701006, 35.324279], [-80.715656, 35.331432], [-80.717022, 35.332104], [-80.719815, 35.333636], [-80.720295, 35.333888], [-80.720139, 35.333961], [-80.719708, 35.334144], [-80.719307, 35.3343], [-80.715992, 35.335297], [-80.708327, 35.336965], [-80.704186, 35.339583], [-80.703731, 35.339889], [-80.702163, 35.340973], [-80.702014, 35.341075], [-80.698206, 35.343674], [-80.697144, 35.344399], [-80.69362, 35.346806], [-80.69261, 35.344245], [-80.690275, 35.337263], [-80.689677, 35.335694], [-80.685502, 35.323559], [-80.683672, 35.317847], [-80.683093, 35.316131], [-80.68294, 35.315609], [-80.693427, 35.315056], [-80.693719, 35.315037], [-80.697731, 35.322698], [-80.701006, 35.324279]]]"
371190056122,"[[[-80.707154, 35.30528], [-80.704663, 35.298541], [-80.704209, 35.293159], [-80.703147, 35.291308], [-80.705356, 35.291792], [-80.707143, 35.29185], [-80.707898, 35.29133], [-80.709073, 35.289182], [-80.710289, 35.288006], [-80.712481, 35.28447], [-80.716678, 35.285227], [-80.722436, 35.28867], [-80.721476, 35.289135], [-80.71948, 35.291434], [-80.718769, 35.295263], [-80.719343, 35.297252], [-80.717626, 35.299055], [-80.713234, 35.30119], [-80.710274, 35.304286], [-80.707154, 35.30528]]]"
371190056131,"[[[-80.736379, 35.278506], [-80.729853, 35.288586], [-80.728131, 35.291751], [-80.724729, 35.290809], [-80.722436, 35.28867], [-80.716678, 35.285227], [-80.712481, 35.28447], [-80.710289, 35.288006], [-80.709073, 35.289182], [-80.707898, 35.29133], [-80.707143, 35.29185], [-80.705356, 35.291792], [-80.703147, 35.291308], [-80.702909, 35.290964], [-80.700508, 35.287214], [-80.700634, 35.285795], [-80.69951, 35.281094], [-80.699198, 35.274902], [-80.705256, 35.274964], [-80.708974, 35.278179], [-80.713597, 35.278061], [-80.720622, 35.274708], [-80.724035, 35.271748], [-80.726985, 35.267546], [-80.735614, 35.265129], [-80.739942, 35.271612], [-80.740295, 35.271884], [-80.740513, 35.271995], [-80.740729, 35.272064], [-80.736379, 35.278506]]]"
371190056141,"[[[-80.68294, 35.315609], [-80.68109, 35.30999], [-80.678136, 35.30118], [-80.679132, 35.30035], [-80.68261, 35.296477], [-80.686931, 35.303196], [-80.692523, 35.306056], [-80.701531, 35.309033], [-80.703816, 35.309845], [-80.707514, 35.3123], [-80.69817, 35.314621], [-80.693719, 35.315037], [-80.693427, 35.315056], [-80.68294, 35.315609]]]"
371190056142,"[[[-80.700634, 35.285795], [-80.700508, 35.287214], [-80.702909, 35.290964], [-80.703147, 35.291308], [-80.704209, 35.293159], [-80.704663, 35.298541], [-80.707154, 35.30528], [-80.712233, 35.311177], [-80.712087, 35.311218], [-80.710682, 35.311592], [-80.707514, 35.3123], [-80.703816, 35.309845], [-80.701531, 35.309033], [-80.692523, 35.306056], [-80.693623, 35.304551], [-80.693091, 35.303455], [-80.693699, 35.301228], [-80.691207, 35.300644], [-80.689283, 35.298989], [-80.690273, 35.296968], [-80.700634, 35.285795]]]"
371190056151,"[[[-80.697423, 35.274687], [-80.698325, 35.274903], [-80.699198, 35.274902], [-80.69951, 35.281094], [-80.696454, 35.283219], [-80.690985, 35.285625], [-80.68846, 35.289287], [-80.683099, 35.295911], [-80.68261, 35.296477], [-80.679132, 35.30035], [-80.678136, 35.30118], [-80.672539, 35.284569], [-80.677866, 35.283477], [-80.679573, 35.283017], [-80.683069, 35.280021], [-80.686744, 35.279518], [-80.689526, 35.278163], [-80.692916, 35.274936], [-80.697423, 35.274687]]]"
371190056161,"[[[-80.736216, 35.258278], [-80.736157, 35.258599], [-80.735789, 35.259207], [-80.735381, 35.259671], [-80.734683, 35.260468], [-80.734856, 35.260831], [-80.735614, 35.265129], [-80.726985, 35.267546], [-80.724035, 35.271748], [-80.720622, 35.274708], [-80.713597, 35.278061], [-80.708974, 35.278179], [-80.705256, 35.274964], [-80.699198, 35.274902], [-80.698325, 35.274903], [-80.697423, 35.274687], [-80.69623, 35.268993], [-80.693494, 35.264315], [-80.691814, 35.263225], [-80.690086, 35.261914], [-80.690206, 35.258606], [-80.690157, 35.257967], [-80.689958, 35.256331], [-80.689305, 35.250707], [-80.69341, 35.251529], [-80.694544, 35.251713], [-80.697018, 35.253136], [-80.700636, 35.256288], [-80.701939, 35.253489], [-80.703119, 35.252694], [-80.710855, 35.254986], [-80.711059, 35.255008], [-80.717718, 35.255408], [-80.723098, 35.256536], [-80.727304, 35.258616], [-80.736216, 35.258278]]]"
371190056171,"[[[-80.709716, 35.230562], [-80.711956, 35.229816], [-80.715948, 35.229105], [-80.719986, 35.230026], [-80.71643, 35.236362], [-80.716554, 35.240851], [-80.717054, 35.247062], [-80.71872, 35.250041], [-80.717718, 35.255408], [-80.711059, 35.255008], [-80.710855, 35.254986], [-80.703119, 35.252694], [-80.701939, 35.253489], [-80.700636, 35.256288], [-80.697018, 35.253136], [-80.694544, 35.251713], [-80.697854, 35.250955], [-80.702246, 35.25137], [-80.706845, 35.246888], [-80.706946, 35.24595], [-80.707336, 35.245701], [-80.708805, 35.242613], [-80.707498, 35.238836], [-80.707705, 35.236516], [-80.710393, 35.233192], [-80.709716, 35.230562]]]"
371190056172,"[[[-80.694544, 35.251713], [-80.69341, 35.251529], [-80.689305, 35.250707], [-80.690335, 35.247436], [-80.690874, 35.246258], [-80.69082, 35.243422], [-80.693892, 35.242885], [-80.696706, 35.242076], [-80.700426, 35.238722], [-80.701807, 35.236715], [-80.70397, 35.233053], [-80.709716, 35.230562], [-80.710393, 35.233192], [-80.707705, 35.236516], [-80.707498, 35.238836], [-80.708805, 35.242613], [-80.707336, 35.245701], [-80.706946, 35.24595], [-80.706845, 35.246888], [-80.702246, 35.25137], [-80.697854, 35.250955], [-80.694544, 35.251713]]]"
371190056181,"[[[-80.672539, 35.284569], [-80.67121, 35.280778], [-80.667444, 35.269534], [-80.665835, 35.268181], [-80.666852, 35.264489], [-80.668915, 35.263037], [-80.673025, 35.260379], [-80.677091, 35.258649], [-80.678316, 35.258209], [-80.679052, 35.258076], [-80.680332, 35.258053], [-80.684031, 35.258749], [-80.685441, 35.258807], [-80.686646, 35.258674], [-80.68837, 35.258483], [-80.68965, 35.258462], [-80.690206, 35.258606], [-80.690086, 35.261914], [-80.691814, 35.263225], [-80.693494, 35.264315], [-80.69623, 35.268993], [-80.697423, 35.274687], [-80.692916, 35.274936], [-80.689526, 35.278163], [-80.686744, 35.279518], [-80.683069, 35.280021], [-80.679573, 35.283017], [-80.677866, 35.283477], [-80.672539, 35.284569]]]"
371190056191,"[[[-80.69082, 35.243422], [-80.690874, 35.246258], [-80.690335, 35.247436], [-80.689305, 35.250707], [-80.682421, 35.249566], [-80.679004, 35.251005], [-80.673136, 35.25782], [-80.675793, 35.257682], [-80.677091, 35.258649], [-80.673025, 35.260379], [-80.668915, 35.263037], [-80.666852, 35.264489], [-80.665835, 35.268181], [-80.65962, 35.264568], [-80.662706, 35.258959], [-80.664133, 35.258157], [-80.669233, 35.254559], [-80.66882, 35.245755], [-80.673489, 35.246543], [-80.674871, 35.241052], [-80.677463, 35.242267], [-80.682099, 35.24203], [-80.687135, 35.243548], [-80.69082, 35.243422]]]"
371190056192,"[[[-80.663212, 35.242497], [-80.667629, 35.238093], [-80.66809, 35.237725], [-80.669179, 35.23723], [-80.66991, 35.237154], [-80.674871, 35.241052], [-80.673489, 35.246543], [-80.66882, 35.245755], [-80.669233, 35.254559], [-80.664133, 35.258157], [-80.662706, 35.258959], [-80.65962, 35.264568], [-80.658122, 35.263686], [-80.651504, 35.260357], [-80.654109, 35.256868], [-80.655192, 35.251689], [-80.656514, 35.248444], [-80.663212, 35.242497]]]"
371190056201,"[[[-80.698217, 35.22009], [-80.709791, 35.227443], [-80.714119, 35.22757], [-80.719991, 35.227743], [-80.721491, 35.227743], [-80.720028, 35.229903], [-80.719986, 35.230026], [-80.715948, 35.229105], [-80.711956, 35.229816], [-80.709716, 35.230562], [-80.70397, 35.233053], [-80.701807, 35.236715], [-80.700426, 35.238722], [-80.696706, 35.242076], [-80.693892, 35.242885], [-80.69082, 35.243422], [-80.687135, 35.243548], [-80.682099, 35.24203], [-80.677463, 35.242267], [-80.674871, 35.241052], [-80.66991, 35.237154], [-80.672575, 35.233526], [-80.675491, 35.231788], [-80.677581, 35.230563], [-80.684127, 35.224339], [-80.685954, 35.221085], [-80.68712, 35.215152], [-80.693991, 35.217243], [-80.698217, 35.22009]]]"
371190056202,"[[[-80.648589, 35.219082], [-80.652455, 35.217163], [-80.657342, 35.213551], [-80.662376, 35.211103], [-80.666398, 35.209232], [-80.671358, 35.208974], [-80.677142, 35.211564], [-80.682026, 35.213669], [-80.68712, 35.215152], [-80.685954, 35.221085], [-80.684127, 35.224339], [-80.677581, 35.230563], [-80.675491, 35.231788], [-80.675703, 35.227804], [-80.671645, 35.225234], [-80.669228, 35.222955], [-80.66374, 35.227795], [-80.660945, 35.229319], [-80.659297, 35.230573], [-80.658196, 35.231853], [-80.657784, 35.232805], [-80.657314, 35.233185], [-80.655937, 35.233065], [-80.655879, 35.233115], [-80.655844, 35.23313], [-80.655702, 35.233149], [-80.65546, 35.233101], [-80.655369, 35.232981], [-80.655285, 35.232941], [-80.655078, 35.232949], [-80.654955, 35.232853], [-80.654773, 35.232799], [-80.654555, 35.232813], [-80.65422, 35.232786], [-80.653958, 35.232862], [-80.654114, 35.228264], [-80.653252, 35.226032], [-80.649134, 35.219882], [-80.648589, 35.219082]]]"
371190056211,"[[[-80.651504, 35.260357], [-80.646813, 35.258008], [-80.635195, 35.2523], [-80.627978, 35.248604], [-80.630564, 35.243008], [-80.631667, 35.238352], [-80.63315, 35.234983], [-80.636769, 35.236457], [-80.642055, 35.240738], [-80.643871, 35.241245], [-80.649951, 35.240115], [-80.651516, 35.239883], [-80.655212, 35.239412], [-80.663212, 35.242497], [-80.656514, 35.248444], [-80.655192, 35.251689], [-80.654109, 35.256868], [-80.651504, 35.260357]]]"
371190056212,"[[[-80.629078, 35.222318], [-80.640046, 35.222191], [-80.648589, 35.219082], [-80.649134, 35.219882], [-80.653252, 35.226032], [-80.654114, 35.228264], [-80.653958, 35.232862], [-80.65422, 35.232786], [-80.654555, 35.232813], [-80.654773, 35.232799], [-80.652334, 35.238244], [-80.651516, 35.239883], [-80.649951, 35.240115], [-80.643871, 35.241245], [-80.642055, 35.240738], [-80.636769, 35.236457], [-80.63315, 35.234983], [-80.635608, 35.230301], [-80.634674, 35.223667], [-80.629085, 35.22335], [-80.629078, 35.222318]]]"
371190056213,"[[[-80.63315, 35.234983], [-80.631667, 35.238352], [-80.630564, 35.243008], [-80.627978, 35.248604], [-80.599802, 35.234052], [-80.599634, 35.233963], [-80.604754, 35.231628], [-80.609031, 35.228201], [-80.613784, 35.225654], [-80.617216, 35.224222], [-80.623965, 35.22296], [-80.62479, 35.222785], [-80.629078, 35.222318], [-80.629085, 35.22335], [-80.634674, 35.223667], [-80.635608, 35.230301], [-80.63315, 35.234983]]]"
371190057061,"[[[-80.676863, 35.179483], [-80.675571, 35.183049], [-80.676062, 35.189503], [-80.677137, 35.190831], [-80.676854, 35.194759], [-80.678451, 35.198827], [-80.672868, 35.204306], [-80.672219, 35.204601], [-80.671468, 35.204907], [-80.670237, 35.205413], [-80.670135, 35.203167], [-80.668641, 35.200721], [-80.659026, 35.192638], [-80.663349, 35.190778], [-80.664594, 35.189282], [-80.666151, 35.182794], [-80.665905, 35.178018], [-80.670998, 35.177765], [-80.672126, 35.177749], [-80.676863, 35.179483]]]"
371190057063,"[[[-80.680204, 35.197604], [-80.68007, 35.197684], [-80.679769, 35.197899], [-80.679699, 35.197958], [-80.678451, 35.198827], [-80.676854, 35.194759], [-80.677137, 35.190831], [-80.676062, 35.189503], [-80.675571, 35.183049], [-80.676863, 35.179483], [-80.680163, 35.180131], [-80.683919, 35.182139], [-80.689058, 35.187034], [-80.686105, 35.192577], [-80.684356, 35.194721], [-80.680204, 35.197604]]]"
371190057064,"[[[-80.648258, 35.179522], [-80.657038, 35.173527], [-80.659336, 35.1755], [-80.665905, 35.178018], [-80.666151, 35.182794], [-80.664594, 35.189282], [-80.663349, 35.190778], [-80.659026, 35.192638], [-80.652814, 35.197165], [-80.650904, 35.20399], [-80.645953, 35.207769], [-80.640484, 35.208566], [-80.633599, 35.208811], [-80.633265, 35.202296], [-80.634877, 35.19887], [-80.6397, 35.191994], [-80.64719, 35.180453], [-80.648258, 35.179522]]]"
