GEOID,coordinates
371190057091,"[[[-80.683274, 35.13746], [-80.685413, 35.129575], [-80.689381, 35.125168], [-80.690078, 35.124748], [-80.690963, 35.124544], [-80.690901, 35.124116], [-80.690916, 35.123611], [-80.693391, 35.120624], [-80.698008, 35.118958], [-80.707138, 35.127608], [-80.70847, 35.129145], [-80.70616, 35.131014], [-80.706432, 35.131751], [-80.690823, 35.135252], [-80.688, 35.138551], [-80.686191, 35.137563], [-80.683274, 35.13746]]]"
371190057101,"[[[-80.705183, 35.192629], [-80.702138, 35.190569], [-80.693034, 35.188498], [-80.691278, 35.18802], [-80.690327, 35.187763], [-80.689058, 35.187034], [-80.692261, 35.181094], [-80.696905, 35.180431], [-80.701013, 35.177836], [-80.701371, 35.178843], [-80.712338, 35.183307], [-80.712407, 35.183376], [-80.712907, 35.183595], [-80.710719, 35.185691], [-80.708809, 35.187078], [-80.705183, 35.192629]]]"
371190057102,"[[[-80.712907, 35.183595], [-80.712407, 35.183376], [-80.712338, 35.183307], [-80.701371, 35.178843], [-80.701013, 35.177836], [-80.705472, 35.174956], [-80.706841, 35.173344], [-80.708115, 35.174551], [-80.709523, 35.175477], [-80.714207, 35.175953], [-80.71742, 35.174858], [-80.719579, 35.17596], [-80.718159, 35.178858], [-80.715987, 35.179639], [-80.715948, 35.181553], [-80.713976, 35.183466], [-80.71342, 35.183438], [-80.712907, 35.183595]]]"
371190057111,"[[[-80.676863, 35.179483], [-80.676457, 35.177314], [-80.680682, 35.170332], [-80.685275, 35.16886], [-80.689606, 35.166302], [-80.692317, 35.173676], [-80.691511, 35.178616], [-80.692261, 35.181094], [-80.689058, 35.187034], [-80.683919, 35.182139], [-80.680163, 35.180131], [-80.676863, 35.179483]]]"
371190057112,"[[[-80.697205, 35.144035], [-80.699239, 35.150573], [-80.701594, 35.154362], [-80.701391, 35.157998], [-80.69964, 35.16101], [-80.699033, 35.162922], [-80.70285, 35.16946], [-80.706841, 35.173344], [-80.705472, 35.174956], [-80.701013, 35.177836], [-80.696905, 35.180431], [-80.692261, 35.181094], [-80.691511, 35.178616], [-80.692317, 35.173676], [-80.689606, 35.166302], [-80.684396, 35.153757], [-80.682749, 35.150669], [-80.680436, 35.148209], [-80.681038, 35.145955], [-80.683274, 35.13746], [-80.686191, 35.137563], [-80.688, 35.138551], [-80.697205, 35.144035]]]"
371190057121,"[[[-80.683274, 35.13746], [-80.677388, 35.138246], [-80.675697, 35.13806], [-80.675926, 35.135594], [-80.675152, 35.132568], [-80.673883, 35.131432], [-80.674341, 35.129449], [-80.675714, 35.129485], [-80.675897, 35.12661], [-80.674538, 35.125658], [-80.674249, 35.123616], [-80.676714, 35.122414], [-80.67271, 35.117517], [-80.679944, 35.113247], [-80.680564, 35.112481], [-80.683464, 35.111965], [-80.688652, 35.110177], [-80.698008, 35.118958], [-80.693391, 35.120624], [-80.690916, 35.123611], [-80.690901, 35.124116], [-80.690963, 35.124544], [-80.690078, 35.124748], [-80.689381, 35.125168], [-80.685413, 35.129575], [-80.683274, 35.13746]]]"
371190057122,"[[[-80.654169, 35.125046], [-80.676962, 35.107015], [-80.681393, 35.103405], [-80.688652, 35.110177], [-80.683464, 35.111965], [-80.680564, 35.112481], [-80.679944, 35.113247], [-80.67271, 35.117517], [-80.676714, 35.122414], [-80.674249, 35.123616], [-80.674538, 35.125658], [-80.675897, 35.12661], [-80.675714, 35.129485], [-80.674341, 35.129449], [-80.673883, 35.131432], [-80.675152, 35.132568], [-80.675926, 35.135594], [-80.675697, 35.13806], [-80.667541, 35.133032], [-80.661547, 35.130218], [-80.654169, 35.125046]]]"
371190057131,"[[[-80.681038, 35.145955], [-80.680436, 35.148209], [-80.679437, 35.151531], [-80.675057, 35.154726], [-80.667873, 35.163581], [-80.664888, 35.168148], [-80.657038, 35.173527], [-80.655873, 35.172523], [-80.655304, 35.171394], [-80.64601, 35.158793], [-80.639906, 35.157634], [-80.640305, 35.154422], [-80.643005, 35.149273], [-80.646428, 35.147415], [-80.653513, 35.145773], [-80.656713, 35.144034], [-80.657984, 35.141074], [-80.662692, 35.142169], [-80.667706, 35.142791], [-80.671294, 35.143755], [-80.674878, 35.142181], [-80.681038, 35.145955]]]"
371190057132,"[[[-80.654169, 35.125046], [-80.661547, 35.130218], [-80.667541, 35.133032], [-80.675697, 35.13806], [-80.677388, 35.138246], [-80.683274, 35.13746], [-80.681038, 35.145955], [-80.674878, 35.142181], [-80.671294, 35.143755], [-80.667706, 35.142791], [-80.662692, 35.142169], [-80.657984, 35.141074], [-80.656713, 35.144034], [-80.653513, 35.145773], [-80.646428, 35.147415], [-80.643005, 35.149273], [-80.640305, 35.154422], [-80.639906, 35.157634], [-80.638138, 35.155898], [-80.637587, 35.152667], [-80.635262, 35.148994], [-80.630345, 35.146693], [-80.629284, 35.146215], [-80.628302, 35.145725], [-80.631527, 35.143279], [-80.632503, 35.142485], [-80.63627, 35.139425], [-80.653828, 35.125269], [-80.65403, 35.125106], [-80.654169, 35.125046]]]"
371190057141,"[[[-80.625974, 35.177059], [-80.630555, 35.179517], [-80.631765, 35.179985], [-80.634943, 35.179951], [-80.63764, 35.178888], [-80.64175, 35.178811], [-80.648258, 35.179522], [-80.64719, 35.180453], [-80.6397, 35.191994], [-80.634877, 35.19887], [-80.633265, 35.202296], [-80.633599, 35.208811], [-80.633188, 35.211638], [-80.630091, 35.216019], [-80.629024, 35.21976], [-80.629078, 35.222318], [-80.62479, 35.222785], [-80.623965, 35.22296], [-80.617216, 35.224222], [-80.613784, 35.225654], [-80.612879, 35.223813], [-80.612765, 35.223586], [-80.61173, 35.217264], [-80.609918, 35.212456], [-80.610183, 35.210983], [-80.611427, 35.206319], [-80.611824, 35.203958], [-80.611262, 35.201351], [-80.609202, 35.197086], [-80.607111, 35.193993], [-80.604967, 35.192131], [-80.604721, 35.191138], [-80.606852, 35.183659], [-80.612369, 35.181177], [-80.617556, 35.180355], [-80.618847, 35.179496], [-80.623939, 35.178434], [-80.625974, 35.177059]]]"
371190057151,"[[[-80.550297, 35.208381], [-80.579411, 35.185062], [-80.581599, 35.189321], [-80.581544, 35.191729], [-80.586549, 35.192152], [-80.589754, 35.191745], [-80.599125, 35.186892], [-80.602215, 35.185281], [-80.603542, 35.184717], [-80.606852, 35.183659], [-80.604721, 35.191138], [-80.604967, 35.192131], [-80.607111, 35.193993], [-80.609202, 35.197086], [-80.611262, 35.201351], [-80.611824, 35.203958], [-80.611427, 35.206319], [-80.610183, 35.210983], [-80.609918, 35.212456], [-80.61173, 35.217264], [-80.612765, 35.223586], [-80.612879, 35.223813], [-80.613784, 35.225654], [-80.609031, 35.228201], [-80.604754, 35.231628], [-80.599634, 35.233963], [-80.581692, 35.224448], [-80.575974, 35.221688], [-80.570603, 35.218885], [-80.569198, 35.218073], [-80.567922, 35.217457], [-80.566503, 35.216755], [-80.550297, 35.208381]]]"
371190057171,"[[[-80.732139, 35.162727], [-80.728317, 35.15939], [-80.726512, 35.159038], [-80.726401, 35.156631], [-80.72484, 35.153954], [-80.726121, 35.149196], [-80.731288, 35.155032], [-80.736366, 35.159765], [-80.732139, 35.162727]]]"
371190057172,"[[[-80.724318, 35.147133], [-80.726121, 35.149196], [-80.72484, 35.153954], [-80.726401, 35.156631], [-80.726512, 35.159038], [-80.721799, 35.160925], [-80.717593, 35.162017], [-80.716554, 35.162446], [-80.715936, 35.162911], [-80.713849, 35.161008], [-80.71214, 35.15128], [-80.714855, 35.147076], [-80.714592, 35.14075], [-80.713845, 35.137996], [-80.714817, 35.136344], [-80.720322, 35.142582], [-80.721288, 35.143693], [-80.72252, 35.145089], [-80.724318, 35.147133]]]"
371190057173,"[[[-80.706841, 35.173344], [-80.70285, 35.16946], [-80.699033, 35.162922], [-80.69964, 35.16101], [-80.701391, 35.157998], [-80.701594, 35.154362], [-80.699239, 35.150573], [-80.697205, 35.144035], [-80.702575, 35.139826], [-80.70471, 35.139353], [-80.707941, 35.141042], [-80.714592, 35.14075], [-80.714855, 35.147076], [-80.71214, 35.15128], [-80.713849, 35.161008], [-80.715936, 35.162911], [-80.713462, 35.165356], [-80.710293, 35.168479], [-80.706841, 35.173344]]]"
371190058112,"[[[-80.738934, 35.138878], [-80.736901, 35.134769], [-80.739597, 35.133915], [-80.740191, 35.135103], [-80.744041, 35.132978], [-80.744071, 35.131977], [-80.747985, 35.131121], [-80.750632, 35.126703], [-80.755234, 35.128016], [-80.761839, 35.13281], [-80.759221, 35.135803], [-80.746715, 35.137791], [-80.738934, 35.138878]]]"
371190058121,"[[[-80.738286, 35.118755], [-80.740003, 35.117905], [-80.740199, 35.117784], [-80.74673, 35.122288], [-80.747308, 35.123139], [-80.749389, 35.126035], [-80.749856, 35.126298], [-80.750632, 35.126703], [-80.747985, 35.131121], [-80.744071, 35.131977], [-80.744041, 35.132978], [-80.740191, 35.135103], [-80.739597, 35.133915], [-80.736901, 35.134769], [-80.736672, 35.134327], [-80.736499, 35.13399], [-80.735475, 35.132036], [-80.734987, 35.131315], [-80.730494, 35.126927], [-80.727408, 35.11922], [-80.734237, 35.120646], [-80.734532, 35.120525], [-80.735591, 35.120086], [-80.738286, 35.118755]]]"
371190058122,"[[[-80.721457, 35.116979], [-80.724009, 35.118567], [-80.724945, 35.117571], [-80.726997, 35.118895], [-80.727408, 35.11922], [-80.730494, 35.126927], [-80.734987, 35.131315], [-80.735475, 35.132036], [-80.736499, 35.13399], [-80.736672, 35.134327], [-80.736901, 35.134769], [-80.738934, 35.138878], [-80.736778, 35.139577], [-80.731387, 35.143304], [-80.724318, 35.147133], [-80.72252, 35.145089], [-80.721288, 35.143693], [-80.720322, 35.142582], [-80.714817, 35.136344], [-80.70847, 35.129145], [-80.707138, 35.127608], [-80.698008, 35.118958], [-80.702268, 35.11786], [-80.709248, 35.117841], [-80.718177, 35.117206], [-80.72021, 35.118283], [-80.721457, 35.116979]]]"
371190058123,"[[[-80.745542, 35.148232], [-80.744712, 35.148441], [-80.744251, 35.148666], [-80.743598, 35.148632], [-80.743247, 35.148923], [-80.738703, 35.156212], [-80.736366, 35.159765], [-80.731288, 35.155032], [-80.726121, 35.149196], [-80.724318, 35.147133], [-80.731387, 35.143304], [-80.736778, 35.139577], [-80.738934, 35.138878], [-80.741229, 35.143544], [-80.744684, 35.147127], [-80.745416, 35.148017], [-80.745542, 35.148232]]]"
371190058151,"[[[-80.81188, 35.087489], [-80.806929, 35.08864], [-80.803979, 35.091318], [-80.797638, 35.092588], [-80.793992, 35.093418], [-80.788848, 35.095731], [-80.787675, 35.093569], [-80.786989, 35.088638], [-80.785569, 35.085981], [-80.787514, 35.082245], [-80.790929, 35.07922], [-80.7936, 35.07918], [-80.798652, 35.07866], [-80.802147, 35.077554], [-80.804826, 35.078462], [-80.808929, 35.078583], [-80.812896, 35.076129], [-80.815957, 35.075487], [-80.816965, 35.076329], [-80.818274, 35.077403], [-80.82231, 35.076926], [-80.821351, 35.079389], [-80.82296, 35.084092], [-80.815767, 35.086531], [-80.81188, 35.087489]]]"
371190058161,"[[[-80.82231, 35.076926], [-80.818274, 35.077403], [-80.816965, 35.076329], [-80.815957, 35.075487], [-80.812896, 35.076129], [-80.808929, 35.078583], [-80.804826, 35.078462], [-80.802147, 35.077554], [-80.798652, 35.07866], [-80.7936, 35.07918], [-80.791937, 35.077438], [-80.793173, 35.075993], [-80.794143, 35.072591], [-80.79421, 35.068644], [-80.792955, 35.067228], [-80.79332, 35.063983], [-80.7967, 35.062803], [-80.810932, 35.063955], [-80.820998, 35.063611], [-80.822625, 35.065874], [-80.824484, 35.07141], [-80.823314, 35.075887], [-80.82231, 35.076926]]]"
371190058171,"[[[-80.772726, 35.0761], [-80.778713, 35.077544], [-80.779413, 35.076859], [-80.784174, 35.075995], [-80.791937, 35.077438], [-80.7936, 35.07918], [-80.790929, 35.07922], [-80.787514, 35.082245], [-80.785569, 35.085981], [-80.780451, 35.088012], [-80.779267, 35.087362], [-80.774732, 35.08832], [-80.773152, 35.08367], [-80.772546, 35.081588], [-80.772298, 35.080694], [-80.772179, 35.079344], [-80.772273, 35.07808], [-80.772602, 35.076794], [-80.772694, 35.076328], [-80.772726, 35.0761]]]"
371190058172,"[[[-80.772726, 35.0761], [-80.772803, 35.074786], [-80.773131, 35.073724], [-80.773663, 35.072328], [-80.773732, 35.071524], [-80.77329, 35.069946], [-80.772598, 35.068826], [-80.77173, 35.068274], [-80.770055, 35.064738], [-80.777724, 35.063571], [-80.783966, 35.064359], [-80.787898, 35.063759], [-80.79219, 35.064043], [-80.79332, 35.063983], [-80.792955, 35.067228], [-80.79421, 35.068644], [-80.794143, 35.072591], [-80.793173, 35.075993], [-80.791937, 35.077438], [-80.784174, 35.075995], [-80.779413, 35.076859], [-80.778713, 35.077544], [-80.772726, 35.0761]]]"
371190058231,"[[[-80.769526, 35.051], [-80.769801, 35.058692], [-80.769836, 35.059872], [-80.764639, 35.060317], [-80.757136, 35.062694], [-80.753775, 35.060657], [-80.753352, 35.060291], [-80.752557, 35.059556], [-80.751509, 35.0593], [-80.74747, 35.0568], [-80.742656, 35.055853], [-80.742205, 35.055851], [-80.741832, 35.05591], [-80.752869, 35.047528], [-80.767587, 35.036357], [-80.768313, 35.038557], [-80.769238, 35.044932], [-80.769526, 35.051]]]"
371190058232,"[[[-80.728978, 35.069548], [-80.728569, 35.067416], [-80.728403, 35.066263], [-80.729778, 35.065187], [-80.73365, 35.062168], [-80.735615, 35.060668], [-80.736337, 35.060119], [-80.740365, 35.05704], [-80.741579, 35.056104], [-80.741832, 35.05591], [-80.742205, 35.055851], [-80.742656, 35.055853], [-80.74747, 35.0568], [-80.751509, 35.0593], [-80.752557, 35.059556], [-80.753352, 35.060291], [-80.753775, 35.060657], [-80.757136, 35.062694], [-80.752645, 35.06537], [-80.748936, 35.068824], [-80.743579, 35.076504], [-80.742416, 35.076814], [-80.740748, 35.073872], [-80.737645, 35.071272], [-80.733806, 35.06965], [-80.73324, 35.068345], [-80.728978, 35.069548]]]"
371190058234,"[[[-80.731969, 35.087873], [-80.722955, 35.094461], [-80.71786, 35.088285], [-80.716467, 35.087321], [-80.706986, 35.084506], [-80.705026, 35.0844], [-80.70523, 35.084227], [-80.705368, 35.084129], [-80.709988, 35.08055], [-80.71053, 35.080126], [-80.710614, 35.080415], [-80.71177, 35.080189], [-80.711735, 35.07918], [-80.71778, 35.074584], [-80.72754, 35.066939], [-80.728403, 35.066263], [-80.728569, 35.067416], [-80.728978, 35.069548], [-80.729916, 35.075952], [-80.729144, 35.078719], [-80.73013, 35.080975], [-80.730232, 35.081154], [-80.730261, 35.081194], [-80.73142, 35.083667], [-80.731969, 35.087873]]]"
371190058241,"[[[-80.90643956099728, 35.076641251771], [-80.906553, 35.076763], [-80.9199560446221, 35.0912275457439], [-80.915361, 35.106374], [-80.91588, 35.109007], [-80.915479, 35.11125], [-80.912909, 35.113818], [-80.904713, 35.118423], [-80.904169, 35.11897], [-80.902872, 35.121433], [-80.902665, 35.121847], [-80.8996, 35.125647], [-80.893069, 35.128185], [-80.891839, 35.130922], [-80.891848, 35.13554], [-80.886168, 35.136845], [-80.884322, 35.137279], [-80.88298, 35.139866], [-80.880815, 35.141226], [-80.877524, 35.140331], [-80.877113, 35.140335], [-80.876335, 35.137719], [-80.875296, 35.13269], [-80.876265, 35.128913], [-80.876365, 35.128737], [-80.87675, 35.128156], [-80.881165, 35.119627], [-80.883342, 35.114609], [-80.882057, 35.109515], [-80.880706, 35.104397], [-80.880871, 35.101757], [-80.88094, 35.101468], [-80.880977, 35.101296], [-80.881607, 35.09962], [-80.884001, 35.094259], [-80.886661, 35.088105], [-80.886759, 35.085208], [-80.891334, 35.085857], [-80.892856, 35.087061], [-80.899482, 35.090499], [-80.898844, 35.086414], [-80.904492, 35.084935], [-80.905374, 35.083746], [-80.906231, 35.079743], [-80.90643956099728, 35.076641251771]]]"
371190058251,"[[[-80.88486256357609, 35.053481516499595], [-80.884887, 35.05351], [-80.89806512860041, 35.0676534055361], [-80.89565, 35.067082], [-80.897402, 35.069106], [-80.897127, 35.070696], [-80.894232, 35.070734], [-80.893288, 35.068984], [-80.890011, 35.068825], [-80.88973, 35.067557], [-80.888449, 35.067623], [-80.888002, 35.068823], [-80.891148, 35.073185], [-80.893166, 35.072519], [-80.893555, 35.073372], [-80.892152, 35.074045], [-80.892227, 35.075873], [-80.890764, 35.076628], [-80.887961, 35.076337], [-80.886544, 35.074784], [-80.885292, 35.075548], [-80.885626, 35.077367], [-80.887424, 35.078011], [-80.885245, 35.079466], [-80.884249, 35.07755], [-80.88021, 35.073818], [-80.87941, 35.072984], [-80.878975, 35.072172], [-80.877862, 35.069211], [-80.876949, 35.062879], [-80.880053, 35.063057], [-80.882218, 35.059936], [-80.881982, 35.058008], [-80.884232, 35.057414], [-80.88486256357609, 35.053481516499595]]]"
371190058252,"[[[-80.90643956099728, 35.076641251771], [-80.906231, 35.079743], [-80.905374, 35.083746], [-80.904492, 35.084935], [-80.898844, 35.086414], [-80.899482, 35.090499], [-80.892856, 35.087061], [-80.891334, 35.085857], [-80.886759, 35.085208], [-80.885651, 35.080704], [-80.885245, 35.079466], [-80.887424, 35.078011], [-80.885626, 35.077367], [-80.885292, 35.075548], [-80.886544, 35.074784], [-80.887961, 35.076337], [-80.890764, 35.076628], [-80.892227, 35.075873], [-80.892152, 35.074045], [-80.893555, 35.073372], [-80.893166, 35.072519], [-80.891148, 35.073185], [-80.888002, 35.068823], [-80.888449, 35.067623], [-80.88973, 35.067557], [-80.890011, 35.068825], [-80.893288, 35.068984], [-80.894232, 35.070734], [-80.897127, 35.070696], [-80.897402, 35.069106], [-80.89565, 35.067082], [-80.89806512860041, 35.0676534055361], [-80.90643956099728, 35.076641251771]]]"
371190058262,"[[[-80.870608, 35.089328], [-80.870116, 35.089281], [-80.869938, 35.089256], [-80.869258, 35.089129], [-80.865528, 35.088108], [-80.861963, 35.087537], [-80.857537, 35.087597], [-80.857746, 35.087404], [-80.857828, 35.085877], [-80.858336, 35.083551], [-80.86008, 35.082278], [-80.860286, 35.080366], [-80.862958, 35.075633], [-80.86488, 35.074149], [-80.867353, 35.070041], [-80.868059, 35.067363], [-80.869436, 35.066347], [-80.872217, 35.065623], [-80.869651, 35.062443], [-80.870946, 35.060374], [-80.874528, 35.060476], [-80.876949, 35.062879], [-80.877862, 35.069211], [-80.878975, 35.072172], [-80.87941, 35.072984], [-80.88021, 35.073818], [-80.878689, 35.07553], [-80.874591, 35.0761], [-80.87209, 35.076877], [-80.868602, 35.078657], [-80.867681, 35.081015], [-80.868592, 35.084944], [-80.870461, 35.086886], [-80.870702, 35.088874], [-80.870647, 35.089211], [-80.870608, 35.089328]]]"
371190058271,"[[[-80.880871, 35.101757], [-80.880706, 35.104397], [-80.882057, 35.109515], [-80.883342, 35.114609], [-80.881165, 35.119627], [-80.876049, 35.117622], [-80.869735, 35.118448], [-80.868109, 35.118317], [-80.868557, 35.115428], [-80.870546, 35.11006], [-80.872394, 35.108634], [-80.87554, 35.10443], [-80.877334, 35.098647], [-80.880871, 35.101757]]]"
371190058281,"[[[-80.857466, 35.104551], [-80.859201, 35.099253], [-80.864655, 35.100111], [-80.866773, 35.102645], [-80.868364, 35.103153], [-80.87049, 35.102071], [-80.870395, 35.098533], [-80.867698, 35.096792], [-80.868836, 35.095998], [-80.870597, 35.09665], [-80.873303, 35.096752], [-80.876082, 35.096445], [-80.877334, 35.098647], [-80.87554, 35.10443], [-80.872394, 35.108634], [-80.870546, 35.11006], [-80.868557, 35.115428], [-80.868109, 35.118317], [-80.864639, 35.118012], [-80.862962, 35.117471], [-80.863602, 35.114684], [-80.862294, 35.113234], [-80.865544, 35.108274], [-80.864489, 35.10531], [-80.857466, 35.104551]]]"
